instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_norm,atemp_norm,hum_norm,windspeed_norm
489,2012-05-03,Musim Semi,2012,Mei,Tak Libur,Kamis,Kerja,Berkabut,0.56,0.537242,0.768333,0.133696,764,5657,6421,0.6241081092127139,0.6014131303404554,0.7900596401028278,0.2294596691249307
490,2012-05-04,Musim Semi,2012,Mei,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,0.7082164227774782,0.6718688142075412,0.756212853470437,0.289743590272193
491,2012-05-05,Musim Semi,2012,Mei,Tak Libur,Sabtu,Tak Kerja,Berkabut,0.621667,0.584608,0.756667,0.152992,2496,4387,6883,0.7009482184363928,0.6635873999640862,0.7780637532133675,0.2692393881064495
492,2012-05-06,Musim Semi,2012,Mei,Tak Libur,Minggu,Tak Kerja,Berkabut,0.5625,0.546737,0.74,0.149879,2135,4224,6359,0.6272232319373346,0.6138765997082799,0.7609254498714653,0.2628217748607267
493,2012-05-07,Musim Semi,2012,Mei,Tak Libur,Senin,Kerja,Berkabut,0.5375,0.527142,0.664167,0.230721,1008,5265,6273,0.5960720046911255,0.5881555167949023,0.6829480719794344,0.42948181019986137
494,2012-05-08,Musim Semi,2012,Mei,Tak Libur,Selasa,Kerja,Berkabut,0.581667,0.557471,0.685833,0.296029,738,4990,5728,0.6511062548424583,0.6279664238466927,0.705226735218509,0.564117687441001
495,2012-05-09,Musim Semi,2012,Mei,Tak Libur,Rabu,Kerja,Berkabut,0.575,0.553025,0.744167,0.216412,620,4097,4717,0.6427988455604392,0.6221304486166401,0.7652102827763496,0.3999830540376229
496,2012-05-10,Musim Semi,2012,Mei,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,0.5566133681628974,0.5417420556704257,0.5676946015424165,0.6012957270405402
497,2012-05-11,Musim Semi,2012,Mei,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,0.5908797181337274,0.5798741025514473,0.37060874035989716,0.4422964211653009
498,2012-05-12,Musim Semi,2012,Mei,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,0.6293003957701119,0.6113563404996203,0.49400205655526985,0.20768348900460615
499,2012-05-13,Musim Semi,2012,Mei,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,0.6895256864297529,0.6644143600169277,0.5925449871465296,0.4179288694259999
500,2012-05-14,Musim Semi,2012,Mei,Tak Libur,Senin,Kerja,Berkabut,0.573333,0.5499,0.789583,0.212692,342,2501,2843,0.640721681727662,0.6180284642275458,0.8119105398457583,0.39231407836332516
501,2012-05-15,Musim Semi,2012,Mei,Tak Libur,Selasa,Kerja,Berkabut,0.611667,0.576404,0.794583,0.147392,625,4490,5115,0.6884877275379091,0.6528185423870845,0.8170519280205656,0.25769469354299046
502,2012-05-16,Musim Semi,2012,Mei,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.636667,0.595975,0.697917,0.122512,991,6433,7424,0.7196389547841182,0.6785081220603538,0.717652442159383,0.20640326483962257
503,2012-05-17,Musim Semi,2012,Mei,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.593333,0.572613,0.52,0.229475,1242,6142,7384,0.6656426635246293,0.6478423430849862,0.5347043701799485,0.42691311565949175
504,2012-05-18,Musim Semi,2012,Mei,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,0.6293003957701119,0.6196311915680527,0.5381316195372751,0.2358937747914585
505,2012-05-19,Musim Semi,2012,Mei,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.6,0.566908,0.45625,0.083975,3410,4884,8294,0.6739500728066483,0.6403537603842554,0.4691516709511568,0.1269572122696189
506,2012-05-20,Musim Semi,2012,Mei,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,0.6999090134954592,0.6627460009261952,0.5454159383033419,0.47822928299406714
507,2012-05-21,Musim Semi,2012,Mei,Tak Libur,Senin,Kerja,Berkabut,0.598333,0.565667,0.81125,0.233204,630,3729,4359,0.6718729089738711,0.6387247803436583,0.8341902313624678,0.43460064530719505
508,2012-05-22,Musim Semi,2012,Mei,Tak Libur,Selasa,Kerja,Berkabut,0.615,0.580825,0.765833,0.118167,819,5254,6073,0.6926408091543738,0.6586217017420242,0.7874889460154241,0.19744581878993872
509,2012-05-23,Musim Semi,2012,Mei,Tak Libur,Rabu,Kerja,Berkabut,0.621667,0.584612,0.774583,0.102,766,4494,5260,0.7009482184363928,0.6635926505041043,0.7964863753213367,0.16411669789575264
510,2012-05-24,Musim Semi,2012,Mei,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.655,0.6067,0.716667,0.172896,1059,5711,6770,0.7424827727483083,0.6925861324837259,0.7369326478149101,0.3102725310691439
511,2012-05-25,Musim Semi,2012,Mei,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.68,0.627529,0.747083,0.14055,1417,5317,6734,0.7736339999945174,0.7199270069926691,0.7682087403598972,0.24358955064956433
512,2012-05-26,Musim Semi,2012,Mei,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.6925,0.642696,0.7325,0.198992,2855,3681,6536,0.789209613617622,0.7398357421060756,0.7532133676092545,0.36407080773486294
513,2012-05-27,Musim Semi,2012,Mei,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.69,0.641425,0.697083,0.215171,3283,3308,6591,0.786094490893001,0.738167383015343,0.7167948586118251,0.3974246672602564
514,2012-05-28,Musim Semi,2012,Mei,Libur,Senin,Tak Kerja,Sedikit Berawan,0.7125,0.6793,0.67625,0.196521,2557,3486,6043,0.8141305954145892,0.7878834338111674,0.6953727506426735,0.35897671125873665
515,2012-05-29,Musim Semi,2012,Mei,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.7225,0.672992,0.684583,0.2954,880,4863,5743,0.8265910863130729,0.779603332202717,0.7039413881748072,0.5628209708552125
516,2012-05-30,Musim Semi,2012,Mei,Tak Libur,Rabu,Kerja,Berkabut,0.656667,0.611129,0.67,0.134329,745,6110,6855,0.7445599365810855,0.6983997929187017,0.6889460154241646,0.23076463192112173
517,2012-05-31,Musim Semi,2012,Mei,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.68,0.631329,0.492917,0.195279,1100,6238,7338,0.7736339999945174,0.724915020009808,0.5068555269922879,0.3564162629287695
518,2012-06-01,Musim Semi,2012,Juni,Tak Libur,Jumat,Kerja,Berkabut,0.654167,0.607962,0.755417,0.237563,533,3594,4127,0.7414448138564647,0.6942426778594177,0.7767784061696658,0.44358695309328755
519,2012-06-02,Musim Semi,2012,Juni,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.583333,0.566288,0.549167,0.186562,2795,5325,8120,0.6531821726261456,0.6395399266814591,0.5646961439588688,0.33844570890918513
520,2012-06-03,Musim Semi,2012,Juni,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.6025,0.575133,0.493333,0.184087,2494,5147,7641,0.6770651955312693,0.651150183296352,0.5072832904884319,0.33334336622265637
521,2012-06-04,Musim Semi,2012,Juni,Tak Libur,Senin,Kerja,Sedikit Berawan,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,0.6708349500820274,0.6552849835605591,0.5008565552699228,0.5410365445244855
522,2012-06-05,Musim Semi,2012,Juni,Tak Libur,Selasa,Kerja,Berkabut,0.540833,0.525892,0.613333,0.209575,968,6033,7001,0.6002250863075902,0.5865147230392646,0.6306766066838047,0.3858882189071999
523,2012-06-06,Musim Semi,2012,Juni,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,0.6168399048716282,0.608041937113232,0.6285347043701799,0.11283557695538779
524,2012-06-07,Musim Semi,2012,Juni,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,0.6770651955312693,0.6436799774856843,0.583118766066838,0.27822363433994135
525,2012-06-08,Musim Semi,2012,Juni,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.649167,0.597862,0.467917,0.175383,1488,6248,7736,0.7352145684072229,0.6809850643138646,0.48114858611825195,0.3153996123868801
526,2012-06-09,Musim Semi,2012,Juni,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.710833,0.648367,0.437083,0.144287,2708,4790,7498,0.812053431581812,0.7472796952166529,0.44944267352185086,0.25129357271807257
527,2012-06-10,Musim Semi,2012,Juni,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,0.8317833728704709,0.7671661155349827,0.5535557840616966,0.22951120793994617
528,2012-06-11,Musim Semi,2012,Juni,Tak Libur,Senin,Kerja,Berkabut,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,0.8245139224802955,0.7621833530578619,0.6045419023136247,0.3820496079648497
529,2012-06-12,Musim Semi,2012,Juni,Tak Libur,Selasa,Kerja,Berkabut,0.653333,0.597875,0.833333,0.214546,477,4495,4972,0.7404056089155312,0.6810021285689233,0.8568976863753213,0.39613619688487034
530,2012-06-13,Musim Semi,2012,Juni,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,0.743520731640152,0.6983840412986475,0.5985429305912596,0.6615260478201865
531,2012-06-14,Musim Semi,2012,Juni,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,0.7341753634662893,0.71579745726848,0.5856894601542416,0.47692225864527543
532,2012-06-15,Musim Semi,2012,Juni,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,0.7227540775087392,0.6834685697423979,0.6062550128534704,0.31794356829604226
533,2012-06-16,Musim Semi,2012,Juni,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.631667,0.594708,0.504167,0.166667,2963,4739,7702,0.7134087093348764,0.6768450135096394,0.5184236503856041,0.29743111991989635
534,2012-06-17,Musim Semi,2012,Juni,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.5925,0.571975,0.59875,0.144904,2634,4344,6978,0.6646047046327856,0.6470048819521087,0.6156812339331619,0.25256555067265374
535,2012-06-18,Musim Semi,2012,Juni,Tak Libur,Senin,Kerja,Berkabut,0.568333,0.544842,0.777917,0.174746,653,4446,5099,0.6344914362784202,0.6113891563747331,0.7999146529562982,0.3140864033802866
536,2012-06-19,Musim Semi,2012,Juni,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.688333,0.654692,0.69,0.148017,968,5857,6825,0.7840173270602238,0.7555821116201801,0.7095115681233932,0.25898316391837656
537,2012-06-20,Musim Semi,2012,Juni,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.7825,0.720975,0.592083,0.113812,872,5339,6211,0.9013540317039745,0.8425874976241305,0.608825706940874,0.18846775721424872
538,2012-06-21,Musim Panas,2012,Juni,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.805833,0.752542,0.567917,0.118787,778,5127,5905,0.9304280951174064,0.8840234468115045,0.5839763496143958,0.1987239814023217
539,2012-06-22,Musim Panas,2012,Juni,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.7775,0.724121,0.57375,0.182842,964,4859,5823,0.8951237862547328,0.8467170473483197,0.589974293059126,0.3307767332348874
540,2012-06-23,Musim Panas,2012,Juni,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.731667,0.652792,0.534583,0.179721,2657,4801,7458,0.8380136183197128,0.7530881051116107,0.5496997429305913,0.3243426275683595
541,2012-06-24,Musim Panas,2012,Juni,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.743333,0.674254,0.479167,0.145525,2551,4340,6891,0.8525500270018838,0.7812598775784089,0.4927167095115681,0.25384577483763726
542,2012-06-25,Musim Panas,2012,Juni,Tak Libur,Senin,Kerja,Sedikit Berawan,0.715833,0.654042,0.504167,0.300383,1139,5640,6779,0.8182836770310539,0.7547288988672484,0.5184236503856041,0.5730936874640904
543,2012-06-26,Musim Panas,2012,Juni,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.630833,0.594704,0.373333,0.347642,1077,6365,7442,0.7123695043939429,0.6768397629696213,0.38388997429305916,0.6705206018166815
544,2012-06-27,Musim Panas,2012,Juni,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.6975,0.640792,0.36,0.271775,1077,6258,7335,0.7954398590668638,0.7373364850574881,0.37017994858611825,0.5141167906656198
545,2012-06-28,Musim Panas,2012,Juni,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.749167,0.675512,0.4225,0.17165,921,5958,6879,0.8598194773920592,0.7829111724140827,0.4344473007712082,0.30770383652877425
546,2012-06-29,Musim Panas,2012,Juni,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.834167,0.786613,0.48875,0.165417,829,4634,5463,0.96573365002917,0.928746234050172,0.5025706940874036,0.29485417916912426
547,2012-06-30,Musim Panas,2012,Juni,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.765,0.687508,0.60125,0.161071,1455,4232,5687,0.8795481726316283,0.7986575419281873,0.6182519280205655,0.28589467156683973
548,2012-07-01,Musim Panas,2012,Juli,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.815833,0.750629,0.51875,0.168529,1421,4110,5531,0.9428885860158902,0.8815123760478764,0.5334190231362468,0.30126973086224645
549,2012-07-02,Musim Panas,2012,Juli,Tak Libur,Senin,Kerja,Sedikit Berawan,0.781667,0.702038,0.447083,0.195267,904,5323,6227,0.900316072812131,0.8177301285437207,0.4597254498714653,0.35639152429756205
550,2012-07-03,Musim Panas,2012,Juli,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,0.8992768678711974,0.8185334611664808,0.50599794344473,0.2140825482769234
551,2012-07-04,Musim Panas,2012,Juli,Libur,Rabu,Tak Kerja,Sedikit Berawan,0.789167,0.732337,0.53875,0.13495,2562,4841,7403,0.9096614409859937,0.8575016565453756,0.5539845758354754,0.23204485608610526
552,2012-07-05,Musim Panas,2012,Juli,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,0.957426240747151,0.8956074507263071,0.4708658097686375,0.35383932217799735
553,2012-07-06,Musim Panas,2012,Juli,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,0.9584641996389947,0.8840116330964639,0.4635814910025707,0.2551177527922184
554,2012-07-07,Musim Panas,2012,Juli,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,1.0,0.952767454632709,0.50599794344473,0.29101350667417347
555,2012-07-08,Musim Panas,2012,Juli,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,0.9511959952979092,0.933711932272234,0.589974293059126,0.21282912429574785
556,2012-07-09,Musim Panas,2012,Juli,Tak Libur,Senin,Kerja,Berkabut,0.710833,0.654054,0.683333,0.180975,998,5571,6569,0.812053431581812,0.7547446504873025,0.7026560411311054,0.3269278145295341
557,2012-07-10,Musim Panas,2012,Juli,Tak Libur,Selasa,Kerja,Berkabut,0.720833,0.664796,0.6675,0.151737,954,5336,6290,0.8245139224802955,0.7688449757057513,0.6863753213367608,0.26665213959267436
558,2012-07-11,Musim Panas,2012,Juli,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.716667,0.650271,0.633333,0.151733,975,6289,7264,0.8193228819719874,0.7497789522652405,0.6512421593830334,0.26664389338227185
559,2012-07-12,Musim Panas,2012,Juli,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.715833,0.654683,0.529583,0.146775,1032,6414,7446,0.8182836770310539,0.7555702979051395,0.5445583547557841,0.25642271558840934
560,2012-07-13,Musim Panas,2012,Juli,Tak Libur,Jumat,Kerja,Berkabut,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,0.8380136183197128,0.7729627117148998,0.4995712082262211,0.12051486039268866
561,2012-07-14,Musim Panas,2012,Juli,Tak Libur,Sabtu,Tak Kerja,Berkabut,0.703333,0.666042,0.699167,0.143679,2355,4614,6969,0.8027080634079492,0.770480518921371,0.7189377892030848,0.25004014873689706
562,2012-07-15,Musim Panas,2012,Juli,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,0.8556651497265046,0.8218754298879639,0.7382179948586118,0.29743111991989635
563,2012-07-16,Musim Panas,2012,Juli,Tak Libur,Senin,Kerja,Sedikit Berawan,0.763333,0.724125,0.645,0.164187,1088,5742,6830,0.8774710087988511,0.8467222978883377,0.6632390745501285,0.2923184694703645
564,2012-07-17,Musim Panas,2012,Juli,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.818333,0.755683,0.505833,0.114429,921,5865,6786,0.9460037087405111,0.888146433360671,0.5201367609254498,0.18973973516882983
565,2012-07-18,Musim Panas,2012,Juli,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.793333,0.745583,0.577083,0.137442,799,4914,5713,0.9148524814943019,0.8748888198151179,0.5934015424164524,0.23718224516684455
566,2012-07-19,Musim Panas,2012,Juli,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.77,0.714642,0.600417,0.165429,888,5703,6591,0.8857784180808701,0.8342745801405673,0.6173953727506426,0.2948789178003316
567,2012-07-20,Musim Panas,2012,Juli,Tak Libur,Jumat,Kerja,Berkabut,0.665833,0.613025,0.844167,0.208967,747,5123,5870,0.7559812225386356,0.700888548887253,0.8680380462724935,0.3846347949260243
568,2012-07-21,Musim Panas,2012,Juli,Tak Libur,Sabtu,Tak Kerja,Petir/Hujan/Salju,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,0.6687577862492501,0.6180442158475998,0.8898889460154241,0.3935675023445007
569,2012-07-22,Musim Panas,2012,Juli,Tak Libur,Minggu,Tak Kerja,Berkabut,0.6675,0.623125,0.7625,0.0939208,2544,4866,7410,0.7580583863714129,0.7141461624328062,0.7840616966580976,0.14746100212484226
570,2012-07-23,Musim Panas,2012,Juli,Tak Libur,Senin,Kerja,Sedikit Berawan,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,0.8504741092181963,0.8019509431545033,0.7137964010282776,0.23974063194421108
571,2012-07-24,Musim Panas,2012,Juli,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.750833,0.70645,0.655,0.211454,1140,6452,7592,0.8618953951757464,0.8235214741836198,0.6735218508997429,0.38976187624376046
572,2012-07-25,Musim Panas,2012,Juli,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.724167,0.654054,0.45,0.1648,1383,6790,8173,0.8286682501458501,0.7547446504873025,0.4627249357326478,0.2935822012145431
573,2012-07-26,Musim Panas,2012,Juli,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.776667,0.739263,0.596667,0.284813,1036,5825,6861,0.8940858273628891,0.8665929665866133,0.6135393316195372,0.5409953134724731
574,2012-07-27,Musim Panas,2012,Juli,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.781667,0.734217,0.594583,0.152992,1259,5645,6904,0.900316072812131,0.8599694103538548,0.6113964010282775,0.2692393881064495
575,2012-07-28,Musim Panas,2012,Juli,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,0.8681256406249883,0.8119099049337224,0.6306766066838047,0.27822363433994135
576,2012-07-29,Musim Panas,2012,Juli,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.721667,0.667933,0.62375,0.170396,2153,4444,6597,0.8255531274212291,0.7729627117148998,0.6413881748071979,0.30511864956759965
577,2012-07-30,Musim Panas,2012,Juli,Tak Libur,Senin,Kerja,Sedikit Berawan,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,0.8369744133787792,0.7953483890818169,0.6876606683804627,0.2705278584818356
578,2012-07-31,Musim Panas,2012,Juli,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.713333,0.662896,0.704167,0.165425,968,6248,7216,0.8151685543064329,0.7663509691971819,0.724079177377892,0.29487067158992913
579,2012-08-01,Musim Panas,2012,Agustus,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,0.8203608408638311,0.772142314837081,0.6966580976863753,0.24488626723535284
580,2012-08-02,Musim Panas,2012,Agustus,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.7525,0.707088,0.659583,0.129354,983,6278,7261,0.8639725590085237,0.8243589353164973,0.6782344473007712,0.22050840773304875
581,2012-08-03,Musim Panas,2012,Agustus,Tak Libur,Jumat,Kerja,Berkabut,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,0.880586131523472,0.8450710030526639,0.6606683804627249,0.39870489142524
582,2012-08-04,Musim Panas,2012,Agustus,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.793333,0.751267,0.613333,0.257458,2345,4479,6824,0.9148524814943019,0.882349837180754,0.6306766066838047,0.4846015420825764
583,2012-08-05,Musim Panas,2012,Agustus,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.769167,0.731079,0.6525,0.290421,1707,3757,5464,0.8847404591890264,0.8558503617097017,0.6709511568123393,0.552556500456737
584,2012-08-06,Musim Panas,2012,Agustus,Tak Libur,Senin,Kerja,Berkabut,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,0.8639725590085237,0.8285042366607405,0.67266529562982,0.22050840773304875
585,2012-08-07,Musim Panas,2012,Agustus,Tak Libur,Selasa,Kerja,Berkabut,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,0.843204658828021,0.811932219728799,0.7236503856041131,0.19485032406576105
586,2012-08-08,Musim Panas,2012,Agustus,Tak Libur,Rabu,Kerja,Berkabut,0.75,0.707717,0.672917,0.1107,1263,6271,7534,0.8608574362839028,0.8251845827343341,0.691945501285347,0.1820522055211265
587,2012-08-09,Musim Panas,2012,Agustus,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,0.8681256406249883,0.8144091619823098,0.6379609254498714,0.27564669358916927
588,2012-08-10,Musim Panas,2012,Agustus,Tak Libur,Jumat,Kerja,Berkabut,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,0.8182836770310539,0.7729745254299404,0.7360750642673523,0.44616389384405963
589,2012-08-11,Musim Panas,2012,Agustus,Tak Libur,Sabtu,Tak Kerja,Berkabut,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,0.789209613617622,0.7340220816710998,0.7536421593830335,0.3795056520556875
590,2012-08-12,Musim Panas,2012,Agustus,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,0.7995929406833284,0.7423074338195683,0.5454159383033419,0.20640326483962257
591,2012-08-13,Musim Panas,2012,Agustus,Tak Libur,Senin,Kerja,Sedikit Berawan,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,0.8245139224802955,0.7655082575242863,0.5608401028277635,0.23464653546808478
592,2012-08-14,Musim Panas,2012,Agustus,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,0.8317833728704709,0.7845742809647972,0.7060843187660668,0.30256644744803496
593,2012-08-15,Musim Panas,2012,Agustus,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,0.8068623910735038,0.7547223356922258,0.6371033419023135,0.3038301791922136
594,2012-08-16,Musim Panas,2012,Agustus,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,0.8224380046966082,0.7555768610801621,0.5338478149100258,0.24615824518993396
595,2012-08-17,Musim Panas,2012,Agustus,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,0.8276290452049165,0.214393200340655,0.5869748071979435,0.43078677299605234
596,2012-08-18,Musim Panas,2012,Agustus,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,0.7715568361617401,0.7075121051200115,0.6203938303341902,0.32052050904681434
597,2012-08-19,Musim Panas,2012,Agustus,Tak Libur,Minggu,Tak Kerja,Berkabut,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,0.7185997498431846,0.6884565827595368,0.7317912596401028,0.13205955495614768
598,2012-08-20,Musim Panas,2012,Agustus,Tak Libur,Senin,Kerja,Berkabut,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,0.7185997498431846,0.6784976209803177,0.7549275064267352,0.2217968781084348
599,2012-08-21,Musim Panas,2012,Agustus,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,0.7352145684072229,0.6851369288331305,0.6928020565552698,0.10385916462177827
600,2012-08-22,Musim Panas,2012,Agustus,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,0.7580583863714129,0.7124778033420737,0.6962293059125964,0.09873105252774181
601,2012-08-23,Musim Panas,2012,Agustus,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,0.7933626952340865,0.7323694742004214,0.6538128534704369,0.1282370241240824
602,2012-08-24,Musim Panas,2012,Agustus,Tak Libur,Jumat,Kerja,Berkabut,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,0.8016701045161055,0.7456165866659386,0.6323907455012853,0.10257069424639223
603,2012-08-25,Musim Panas,2012,Agustus,Tak Libur,Sabtu,Tak Kerja,Berkabut,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,0.7507901820303273,0.7083325019978304,0.7330766066838046,0.4576982806445155
604,2012-08-26,Musim Panas,2012,Agustus,Tak Libur,Minggu,Tak Kerja,Berkabut,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,0.7404056089155312,0.6785356873954485,0.8697511568123393,0.42564113770491063
605,2012-08-27,Musim Panas,2012,Agustus,Tak Libur,Senin,Kerja,Sedikit Berawan,0.703333,0.654688,0.730417,0.128733,989,5928,6917,0.8027080634079492,0.7555768610801621,0.7510714652956297,0.21922818356806512
606,2012-08-28,Musim Panas,2012,Agustus,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.728333,0.66605,0.62,0.190925,935,6105,7040,0.8338592906541583,0.7704910200014071,0.6375321336760925,0.3474402629056801
607,2012-08-29,Musim Panas,2012,Agustus,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.685,0.635733,0.552083,0.112562,1177,6520,7697,0.7798642454437593,0.7306958645696708,0.5676946015424165,0.1858908164634766
608,2012-08-30,Musim Panas,2012,Agustus,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,0.8068623910735038,0.753071040856552,0.6071125964010282,0.11281846606880266
609,2012-08-31,Musim Panas,2012,Agustus,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,0.8785102137397847,0.8011410473567205,0.6041131105398457,0.3012779770726489
